"POLITICAL_UNIT","NAME","WGMS_ID","REC_SERIES_ID","YEAR","REFERENCE_YEAR","FRONT_VARIATION","QUALITATIVE_VARIATION","LOWEST_ELEVATION","HIGHEST_ELEVATION","YEAR_UNC","REF_YEAR_UNC","FRONT_VAR_POS_UNC","FRONT_VAR_NEG_UNC","ELEVATION_UNC","MORAINE_DEFINED_MAX","METHOD_CODE","METHOD_REMARKS","PUB_IN_FOG","REMARKS"
"NO","LODALSBREEN",2301,34,1911,1910,-14,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1912,1911,-15,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1913,1912,-22,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1914,1913,-23,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1915,1914,-21,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1916,1915,-14,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1917,1916,-20,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1918,1917,5,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1919,1918,-8,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1920,1919,-15,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1921,1920,-15,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1922,1921,-21,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1923,1922,-19,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1924,1923,-18,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1925,1924,-2,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1926,1925,9,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1927,1926,-33,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1928,1927,16,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1929,1928,7,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1930,1929,-28,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1931,1930,-21,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1932,1931,4,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1933,1932,-15,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1934,1933,-32,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1935,1934,-14,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1936,1935,-23,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1937,1936,-16,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1938,1937,12,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1939,1938,-52,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1940,1939,-22,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1941,1940,-22,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1942,1941,-35,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1943,1942,-34,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1944,1943,-15,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1945,1944,-29,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1946,1945,-65,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1947,1946,-34,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1948,1947,-32,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1949,1948,-52,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1950,1949,-46,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1951,1950,-31,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1952,1951,-29,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1953,1952,-35,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1954,1953,-30,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1955,1954,-54,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1956,1955,-52,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1957,1956,-27,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1958,1957,-47,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1959,1958,-48,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1960,1959,-56,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1961,1960,-51,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1962,1961,-7,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1963,1962,-35,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1964,1963,-50,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1965,1964,-120,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1966,1965,-145,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1967,1966,-93,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1968,1967,-131,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1969,1968,-127,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1970,1969,-116,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","LODALSBREEN",2301,34,1987,1970,-621,,,,,,,,,"PHO",,,2010,
"NO","LODALSBREEN",2301,34,1994,1987,121,,,,,,,,,"PHO",,,2010,
"NO","LODALSBREEN",2301,34,2005,1994,-506,,,,,,,,,"MAP",,,2010,
"NO","NIGARDSBREEN",290,35,1710,1675,1150,,,,,,,,,,"RAD",,2010,"Nesje, A., S. O. Dahl, T. Thun, and Ø. Nordli (2008): The 'Little Ice Age' glacial expansion in western Scandinavia: summer temperature or winter precipitation? Climate Dynamics, 30(7-8), 789-801."
"NO","NIGARDSBREEN",290,35,1735,1710,2800,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1742,1735,0,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1743,1742,100,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1748,1743,50,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1819,1748,-540,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1822,1819,-75,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1830,1822,27,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1839,1830,51,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1843,1839,-113,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1845,1843,-50,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1863,1845,-610,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1867,1863,-143,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1868,1867,15,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1873,1868,38,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1874,1873,-25,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1890,1874,-195,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1896,1890,-255,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1899,1896,-132,,,,,,,,,,"HIS",,2010,
"NO","NIGARDSBREEN",290,35,1903,1899,-73,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1907,1903,8,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1908,1907,-10,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1909,1908,18,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1910,1909,-31,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1911,1910,5,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1912,1911,-40,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1913,1912,-11,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1914,1913,-13,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1915,1914,-25,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1916,1915,-20,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1917,1916,-19,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1918,1917,-16,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1919,1918,-21,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1920,1919,-14,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1921,1920,-16,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1922,1921,7,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1923,1922,-23,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1924,1923,-13,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1925,1924,10,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1926,1925,16,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1927,1926,-16,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1928,1927,12,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1929,1928,20,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1930,1929,6,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1931,1930,-9,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1932,1931,-15,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1933,1932,-15,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1934,1933,-45,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1935,1934,-25,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1936,1935,5,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1937,1936,-17,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1938,1937,-21,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1939,1938,-50,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1940,1939,-28,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1941,1940,-41,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1942,1941,-19,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1943,1942,-38,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1944,1943,-10,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1945,1944,-43,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1946,1945,-35,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1947,1946,-113,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1948,1947,-145,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1949,1948,-92,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1950,1949,-47,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1951,1950,-56,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1952,1951,-87,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1953,1952,-60,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1954,1953,-41,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1955,1954,-72,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1956,1955,-53,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1957,1956,-34,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1958,1957,-49,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1959,1958,-66,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1960,1959,-87,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1961,1960,-55,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1962,1961,-30,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1963,1962,-65,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1964,1963,-65,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1972,1964,-515,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1973,1972,-65,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1974,1973,-46,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1975,1974,-16,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1976,1975,-1,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1978,1976,-14,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1979,1978,3,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1980,1979,1,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1981,1980,-11,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1982,1981,4,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1983,1982,-6,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1984,1983,-2,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1985,1984,-4,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1986,1985,-7,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1987,1986,11,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1988,1987,-18,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1989,1988,1,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1990,1989,7,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1991,1990,10,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1992,1991,21,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1993,1992,14,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1994,1993,36,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1995,1994,50,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1996,1995,40,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1997,1996,19,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1998,1997,23,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,1999,1998,17,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2000,1999,23,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2001,2000,-4,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2002,2001,-1,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2003,2002,24,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2004,2003,-25,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2005,2004,-8,,,,,,,,,,,,2010,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2006,2005,-32,,,,,,,,,,,,,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2007,2006,-4,,,,,,,,,,,,,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2008,2007,-1,,,,,,,,,,,,,"data obtained from NVE"
"NO","NIGARDSBREEN",290,35,2009,2008,-24,,,,,,,,,,,,,"data obtained from NVE"
"NZ","FRANZ JOSEF / KA ROIMATA O HINE HUKATERE",899,36,1780,1600,-560,,,,,,,,,,"DEN",,2010,
"NZ","FRANZ JOSEF / KA ROIMATA O HINE HUKATERE",899,36,1820,1780,141,,,,,,,,,,"HIS",,2010,
"NZ","FRANZ JOSEF / KA ROIMATA O HINE HUKATERE",899,36,1865,1820,-240,,,,,,,,,,"HIS",,2010,
"NZ","FRANZ JOSEF / KA ROIMATA O HINE HUKATERE",899,36,1867,1865,-21,,,,,,,,,,"HIS",,2010,
"NZ","FRANZ JOSEF / KA ROIMATA O HINE HUKATERE",899,36,1886,1867,-29,,,,,,,,,,"HIS",,2010,
"NZ","FRANZ JOSEF / KA ROIMATA O HINE HUKATERE",899,36,1894,1886,-351,,,,,,,,,,"HIS",,2010,
