"POLITICAL_UNIT","NAME","WGMS_ID","PSFG_ID","WGI_ID","GLIMS_ID","RGI_ID","REMARKS"
"CL","NO-11267",11267,,,"G287608E48295S",,
"CL","NO-11268",11268,,,"G287309E48312S",,
"CL","NO-11273",11273,,,"G287244E48309S",,
"CL","NO-11274",11274,,,"G287247E48309S",,
"CL","NO-11275",11275,,,"G287293E48318S",,
"CL","NO-11276",11276,,,"G287292E48316S",,
"CL","NO-11277",11277,,,"G287114E48318S",,
"CL","NO-11279",11279,,,"G287067E48329S",,
"CL","NO-11280",11280,,,"G287068E48337S",,
"CL","NO-11288",11288,,,"G287293E48321S",,
"CL","NO-11291",11291,,,"G287124E48328S",,
"CL","NO-11292",11292,,,"G287209E48323S",,
"CL","NO-11293",11293,,,"G287210E48324S",,
"CL","NO-11294",11294,,,"G287204E48329S",,
"CL","NO-11295",11295,,,"G287207E48337S",,
"CL","NO-11300",11300,,,"G287314E48333S",,
"CL","NO-11301",11301,,,"G287664E48328S",,
"CL","NO-11302",11302,,,"G287319E48334S",,
"CL","NO-11304",11304,,,"G287192E48353S",,
"CL","NO-11305",11305,,,"G287651E48342S",,
"CL","NO-11307",11307,,,"G286968E48369S",,
"CL","NO-11308",11308,,,"G286985E48372S",,
"CL","NO-11309",11309,,,"G287172E48376S",,
"CL","NO-11311",11311,,,"G287228E48379S",,
"CL","NO-11312",11312,,,"G286902E48385S",,
"CL","NO-11313",11313,,,"G286899E48388S",,
"CL","NO-11315",11315,,,"G287594E48374S",,
"CL","NO-11316",11316,,,"G287592E48373S",,
"CL","NO-11317",11317,,,"G286972E48387S",,
"CL","NO-11320",11320,,,"G287208E48388S",,
"CL","NO-11321",11321,,,"G287311E48389S",,
"CL","NO-11322",11322,,,"G287606E48382S",,
"CL","NO-11323",11323,,,"G287639E48380S",,
"CL","NO-11325",11325,,,"G287223E48390S",,
"CL","NO-11326",11326,,,"G287212E48382S",,
"CL","NO-11327",11327,,,"G286952E48402S",,
"CL","NO-11329",11329,,,"G287318E48409S",,
"CL","NO-11330",11330,,,"G287323E48411S",,
"CL","NO-11331",11331,,,"G287313E48413S",,
"CL","NO-11332",11332,,,"G287577E48392S",,
"CL","NO-11333",11333,,,"G287299E48393S",,
"CL","NO-11334",11334,,,"G287287E48373S",,
"CL","NO-11335",11335,,,"G287526E48398S",,
"CL","NO-11338",11338,,,"G287525E48401S",,
"CL","NO-11339",11339,,,"G287527E48405S",,
"CL","NO-11340",11340,,,"G287251E48410S",,
"CL","NO-11341",11341,,,"G287581E48400S",,
"CL","NO-11342",11342,,,"G287606E48386S",,
"CL","NO-11343",11343,,,"G287529E48408S",,
"CL","NO-11344",11344,,,"G287231E48422S",,
"CL","NO-11345",11345,,,"G286840E48420S",,
"CL","NO-11346",11346,,,"G286877E48429S",,
"CL","NO-11347",11347,,,"G286839E48430S",,
"CL","NO-11348",11348,,,"G287336E48423S",,
"CL","NO-11349",11349,,,"G287554E48408S",,
"CL","NO-11350",11350,,,"G287237E48412S",,
"CL","NO-11351",11351,,,"G287240E48418S",,
"CL","NO-11352",11352,,,"G287519E48425S",,
"CL","NO-11353",11353,,,"G287514E48431S",,
"CL","NO-11355",11355,,,"G287551E48429S",,
"CL","NO-11356",11356,,,"G287308E48440S",,
"CL","NO-11357",11357,,,"G287308E48437S",,
"CL","NO-11358",11358,,,"G287510E48434S",,
"CL","NO-11360",11360,,,"G287333E48443S",,
"CL","NO-11361",11361,,,"G287084E48452S",,
"CL","NO-11362",11362,,,"G287088E48453S",,
"CL","NO-11363",11363,,,"G287505E48442S",,
"CL","NO-11364",11364,,,"G287080E48454S",,
"CL","NO-11365",11365,,,"G287084E48466S",,
"CL","NO-11366",11366,,,"G287487E48455S",,
"CL","NO-11367",11367,,,"G287504E48454S",,
"CL","NO-11368",11368,,,"G287509E48453S",,
"CL","NO-11369",11369,,,"G287576E48460S",,
"CL","NO-11370",11370,,,"G286911E48465S",,
"CL","NO-11371",11371,,,"G287153E48478S",,
"CL","NO-11372",11372,,,"G287149E48486S",,
"CL","NO-11373",11373,,,"G287596E48481S",,
"CL","NO-11374",11374,,,"G287581E48470S",,
"CL","NO-11376",11376,,,"G287005E48496S",,
"CL","NO-11377",11377,,,"G287003E48493S",,
"CL","NO-11378",11378,,,"G287124E48497S",,
"CL","NO-11379",11379,,,"G287587E48488S",,
"CL","NO-11380",11380,,,"G287586E48491S",,
"CL","NO-11381",11381,,,"G287503E48492S",,
"CL","NO-11382",11382,,,"G287502E48494S",,
"CL","NO-11383",11383,,,"G287497E48495S",,
"CL","NO-11384",11384,,,"G287493E48515S",,
"CL","NO-11385",11385,,,"G287497E48500S",,
"CL","NO-11386",11386,,,"G287138E48499S",,
"CL","NO-11387",11387,,,"G287131E48500S",,
"CL","NO-11388",11388,,,"G287513E48493S",,
"CL","NO-11389",11389,,,"G287014E48504S",,
"CL","NO-11392",11392,,,"G287510E48502S",,
"CL","NO-11393",11393,,,"G287503E48502S",,
"CL","NO-11395",11395,,,"G287064E48496S",,
"CL","NO-11396",11396,,,"G287062E48503S",,
"CL","NO-11397",11397,,,"G287062E48502S",,
"CL","NO-11404",11404,,,"G287057E48517S",,
"CL","NO-11405",11405,,,"G287066E48509S",,
"CL","NO-11406",11406,,,"G287063E48513S",,
"CL","NO-11407",11407,,,"G287567E48497S",,
"CL","NO-11408",11408,,,"G287058E48515S",,
"CL","NO-11409",11409,,,"G286993E48512S",,
"CL","NO-11410",11410,,,"G286986E48516S",,
"CL","NO-11411",11411,,,"G287063E48515S",,
"CL","NO-11412",11412,,,"G286936E48494S",,
"CL","NO-11414",11414,,,"G287126E48524S",,
"CL","NO-11415",11415,,,"G287516E48512S",,
"CL","NO-11416",11416,,,"G287512E48512S",,
"CL","NO-11417",11417,,,"G287063E48520S",,
"CL","NO-11418",11418,,,"G287067E48527S",,
"CL","NO-11419",11419,,,"G287065E48530S",,
"CL","NO-11420",11420,,,"G287134E48529S",,
"CL","NO-11424",11424,,,"G287141E48535S",,
"CL","NO-11432",11432,,,"G286951E48533S",,
"CL","NO-11433",11433,,,"G286970E48533S",,
"CL","NO-11434",11434,,,"G286957E48532S",,
"CL","NO-11435",11435,,,"G286959E48531S",,
"CL","NO-11443",11443,,,"G287001E48541S",,
"CL","NO-11448",11448,,,"G287135E48550S",,
"CL","NO-11449",11449,,,"G287133E48549S",,
"CL","NO-11450",11450,,,"G286938E48555S",,
"CL","NO-11451",11451,,,"G287141E48554S",,
"CL","NO-11453",11453,,,"G286996E48553S",,
"CL","NO-11455",11455,,,"G287013E48551S",,
"CL","NO-11462",11462,,,"G287373E48561S",,
"CL","NO-11463",11463,,,"G287378E48554S",,
"CL","NO-11464",11464,,,"G287377E48555S",,
"CL","NO-11465",11465,,,"G287381E48553S",,
"CL","NO-11468",11468,,,"G287103E48557S",,
"CL","NO-11469",11469,,,"G287112E48558S",,
"CL","NO-11470",11470,,,"G287138E48554S",,
"CL","NO-11471",11471,,,"G287121E48546S",,
"CL","NO-11472",11472,,,"G287104E48569S",,
"CL","NO-11473",11473,,,"G287140E48570S",,
"CL","NO-11474",11474,,,"G287143E48568S",,
"CL","NO-11475",11475,,,"G287299E48567S",,
"CL","NO-11477",11477,,,"G287031E48569S",,
"CL","NO-11478",11478,,,"G287039E48557S",,
"CL","NO-11481",11481,,,"G286932E48546S",,
"CL","NO-11482",11482,,,"G286878E48547S",,
"CL","NO-11483",11483,,,"G286862E48553S",,
"CL","NO-11487",11487,,,"G287375E48565S",,
"CL","NO-11488",11488,,,"G287371E48567S",,
"CL","NO-11490",11490,,,"G287306E48571S",,
"CL","NO-11491",11491,,,"G287007E48575S",,
"CL","NO-11492",11492,,,"G287278E48568S",,
"CL","NO-11493",11493,,,"G287289E48569S",,
"CL","NO-11494",11494,,,"G287275E48573S",,
"CL","NO-11495",11495,,,"G287372E48571S",,
"CL","NO-11496",11496,,,"G287371E48574S",,
"CL","NO-11499",11499,,,"G286878E48587S",,
"CL","NO-11503",11503,,,"G286829E48593S",,
"CL","NO-11504",11504,,,"G286843E48602S",,
"CL","NO-11505",11505,,,"G286836E48598S",,
"CL","NO-11506",11506,,,"G286848E48599S",,
"CL","NO-11507",11507,,,"G286806E48594S",,
"CL","NO-11509",11509,,,"G286925E48600S",,
"CL","NO-11510",11510,,,"G286930E48606S",,
"CL","NO-11511",11511,,,"G287380E48593S",,
"CL","NO-11512",11512,,,"G287378E48581S",,
"CL","NO-11513",11513,,,"G287377E48594S",,
"CL","NO-11514",11514,,,"G287372E48579S",,
"CL","NO-11515",11515,,,"G287310E48587S",,
"CL","NO-11516",11516,,,"G286906E48586S",,
"CL","NO-11521",11521,,,"G286791E48603S",,
"CL","NO-11522",11522,,,"G287117E48597S",,
"CL","NO-11523",11523,,,"G286796E48607S",,
"CL","NO-11529",11529,,,"G286943E48614S",,
"CL","NO-11533",11533,,,"G286850E48611S",,
"CL","NO-11534",11534,,,"G287296E48588S",,
"CL","NO-11535",11535,,,"G287287E48596S",,
"CL","NO-11536",11536,,,"G287287E48605S",,
"CL","NO-11537",11537,,,"G287286E48607S",,
"CL","NO-11539",11539,,,"G287084E48607S",,
"CL","NO-11547",11547,,,"G286848E48621S",,
"CL","NO-11548",11548,,,"G287315E48614S",,
"CL","NO-11549",11549,,,"G287313E48609S",,
"CL","NO-11552",11552,,,"G287081E48613S",,
"CL","NO-11554",11554,,,"G286800E48622S",,
"CL","NO-11555",11555,,,"G286812E48621S",,
"CL","NO-11556",11556,,,"G287082E48624S",,
"CL","NO-11557",11557,,,"G287086E48623S",,
"CL","NO-11574",11574,,,"G287080E48628S",,
"CL","NO-11577",11577,,,"G287115E48626S",,
"CL","NO-11578",11578,,,"G287291E48627S",,
"CL","NO-11579",11579,,,"G287296E48627S",,
"CL","NO-11580",11580,,,"G287146E48633S",,
"CL","NO-11581",11581,,,"G287135E48630S",,
"CL","NO-11582",11582,,,"G287138E48630S",,
"CL","NO-11583",11583,,,"G287081E48633S",,
"CL","NO-11589",11589,,,"G287100E48649S",,
"CL","NO-11590",11590,,,"G287104E48642S",,
"CL","NO-11591",11591,,,"G287099E48645S",,
"CL","NO-11592",11592,,,"G286957E48649S",,
"CL","NO-11593",11593,,,"G287077E48644S",,
"CL","NO-11594",11594,,,"G287072E48654S",,
"CL","NO-11595",11595,,,"G287065E48653S",,
"CL","NO-11596",11596,,,"G287073E48644S",,
"CL","NO-11600",11600,,,"G286962E48654S",,
"CL","NO-11607",11607,,,"G287105E48676S",,
"CL","NO-11608",11608,,,"G287106E48678S",,
"CL","NO-11609",11609,,,"G287118E48653S",,
"CL","NO-11612",11612,,,"G286804E48590S",,
"CL","NO-11613",11613,,,"G287290E48657S",,
"CL","NO-11616",11616,,,"G287130E48663S",,
"CL","NO-11617",11617,,,"G287131E48662S",,
"CL","NO-11618",11618,,,"G286840E48669S",,
"CL","NO-11619",11619,,,"G286844E48669S",,
"CL","NO-11620",11620,,,"G287338E48663S",,
"CL","NO-11622",11622,,,"G286842E48672S",,
"CL","NO-11623",11623,,,"G287082E48668S",,
"CL","NO-11624",11624,,,"G286800E48672S",,
"CL","NO-11625",11625,,,"G286797E48674S",,
"CL","NO-11626",11626,,,"G287352E48668S",,
"CL","NO-11634",11634,,,"G287350E48670S",,
"CL","NO-11635",11635,,,"G286818E48674S",,
"CL","NO-11636",11636,,,"G287091E48677S",,
"CL","NO-11637",11637,,,"G286836E48680S",,
"CL","NO-11638",11638,,,"G286839E48682S",,
"CL","NO-11639",11639,,,"G287350E48676S",,
"CL","NO-11640",11640,,,"G287350E48673S",,
"CL","NO-11641",11641,,,"G286835E48686S",,
"CL","NO-11643",11643,,,"G287353E48674S",,
"CL","NO-11644",11644,,,"G287109E48688S",,
"CL","NO-11645",11645,,,"G287114E48687S",,
"CL","NO-11646",11646,,,"G287113E48685S",,
"CL","NO-11648",11648,,,"G287362E48681S",,
"CL","NO-11650",11650,,,"G287363E48689S",,
"CL","NO-11652",11652,,,"G287295E48666S",,
"CL","NO-11653",11653,,,"G287304E48693S",,
"CL","NO-11655",11655,,,"G287363E48695S",,
"CL","NO-11659",11659,,,"G287309E48696S",,
"CL","NO-11661",11661,,,"G287302E48698S",,
"CL","NO-11662",11662,,,"G287293E48697S",,
"CL","NO-11665",11665,,,"G287129E48699S",,
"CL","NO-11666",11666,,,"G287133E48702S",,
"CL","NO-11667",11667,,,"G287128E48694S",,
"CL","NO-11668",11668,,,"G287129E48695S",,
"CL","NO-11669",11669,,,"G287121E48691S",,
"CL","NO-11670",11670,,,"G287125E48688S",,
"CL","NO-11671",11671,,,"G287134E48690S",,
"CL","NO-11672",11672,,,"G287368E48698S",,
"CL","NO-11673",11673,,,"G287369E48697S",,
"CL","NO-11675",11675,,,"G287349E48695S",,
"CL","NO-11676",11676,,,"G287354E48696S",,
"CL","NO-11679",11679,,,"G287143E48712S",,
"CL","NO-11680",11680,,,"G287144E48711S",,
"CL","NO-11681",11681,,,"G287143E48711S",,
"CL","NO-11682",11682,,,"G286869E48727S",,
"CL","NO-11683",11683,,,"G286862E48725S",,
"CL","NO-11684",11684,,,"G287399E48715S",,
"CL","NO-11688",11688,,,"G287408E48719S",,
"CL","NO-11689",11689,,,"G287402E48721S",,
"CL","NO-11690",11690,,,"G286911E48726S",,
"CL","NO-11697",11697,,,"G287397E48729S",,
"CL","NO-11703",11703,,,"G286923E48745S",,
"CL","NO-11704",11704,,,"G287406E48735S",,
"CL","NO-11706",11706,,,"G286966E48742S",,
"CL","NO-11707",11707,,,"G286962E48742S",,
"CL","NO-11710",11710,,,"G286907E48735S",,
"CL","NO-11711",11711,,,"G286909E48738S",,
"CL","NO-11714",11714,,,"G287340E48739S",,
"CL","NO-11716",11716,,,"G287327E48740S",,
"CL","NO-11717",11717,,,"G287322E48740S",,
"CL","NO-11719",11719,,,"G286865E48748S",,
"CL","NO-11721",11721,,,"G286968E48754S",,
"CL","NO-11722",11722,,,"G286966E48751S",,
"CL","NO-11723",11723,,,"G286878E48765S",,
"CL","NO-11724",11724,,,"G286950E48749S",,
"CL","NO-11729",11729,,,"G286944E48758S",,
"CL","NO-11734",11734,,,"G286878E48766S",,
"CL","NO-11735",11735,,,"G287310E48748S",,
"CL","NO-11736",11736,,,"G287313E48745S",,
"CL","NO-11737",11737,,,"G287327E48765S",,
"CL","NO-11738",11738,,,"G286894E48772S",,
"CL","NO-11739",11739,,,"G286892E48765S",,
"CL","NO-11740",11740,,,"G286915E48757S",,
"CL","NO-11741",11741,,,"G286911E48780S",,
"CL","NO-11742",11742,,,"G286884E48775S",,
"CL","NO-11743",11743,,,"G286886E48772S",,
"CL","NO-11746",11746,,,"G287333E48766S",,
"CL","NO-11747",11747,,,"G287327E48769S",,
"CL","NO-11751",11751,,,"G286947E48790S",,
"CL","NO-11752",11752,,,"G286930E48787S",,
"CL","NO-11753",11753,,,"G287390E48774S",,
"CL","NO-11756",11756,,,"G287336E48776S",,
"CL","NO-11763",11763,,,"G287313E48781S",,
"CL","NO-11764",11764,,,"G287312E48782S",,
"CL","NO-11765",11765,,,"G287335E48785S",,
"CL","NO-11766",11766,,,"G287396E48783S",,
"CL","NO-11767",11767,,,"G287328E48790S",,
"CL","NO-11768",11768,,,"G287327E48790S",,
"CL","NO-11769",11769,,,"G286824E48764S",,
"CL","NO-11770",11770,,,"G287375E48789S",,
"CL","NO-11771",11771,,,"G287370E48797S",,
"CL","NO-11772",11772,,,"G287367E48798S",,
"CL","NO-11773",11773,,,"G287334E48798S",,
"CL","NO-11774",11774,,,"G287331E48799S",,
"CL","NO-11775",11775,,,"G287334E48797S",,
"CL","NO-11776",11776,,,"G287358E48781S",,
"CL","NO-11777",11777,,,"G287353E48801S",,
"CL","NO-11778",11778,,,"G287347E48800S",,
"CL","NO-11784",11784,,,"G287578E48218S",,
"CL","NO-11785",11785,,,"G287577E48212S",,
"CL","NO-11788",11788,,,"G287522E48423S",,
"CL","NO-11789",11789,,,"G287453E47607S",,
"CL","NO-11790",11790,,,"G287469E48220S",,
"CL","NO-11791",11791,,,"G287372E47787S",,
"CL","NO-11792",11792,,,"G287300E48003S",,
"CL","NO-11793",11793,,,"G287276E48073S",,
"CL","NO-11794",11794,,,"G287266E48077S",,
"CL","NO-11795",11795,,,"G287286E48264S",,
"CL","NO-11796",11796,,,"G287283E48265S",,
"CL","NO-11797",11797,,,"G287283E48261S",,
"CL","NO-11798",11798,,,"G287227E47558S",,
"CL","NO-11799",11799,,,"G287121E48296S",,
"CL","NO-11800",11800,,,"G287119E48322S",,
"CL","NO-11801",11801,,,"G287048E48222S",,
"CL","NO-11802",11802,,,"G286915E48277S",,
"CL","NO-11803",11803,,,"G286879E48776S",,
"CL","NO-11805",11805,,,"G287267E48350S",,
"CL","NO-11806",11806,,,"G287260E48332S",,
"CL","NO-11807",11807,,,"G287268E48338S",,
"CL","NO-11808",11808,,,"G287265E48333S",,
"CL","NO-11809",11809,,,"G287260E48382S",,
"CL","NO-11810",11810,,,"G287228E48357S",,
"CL","NO-11811",11811,,,"G287268E48353S",,
"CL","NO-11812",11812,,,"G287281E48343S",,
"CL","NO-11813",11813,,,"G287281E48338S",,
"CL","NO-11814",11814,,,"G287108E48296S",,
"CL","NO-11818",11818,,,"G287298E48751S",,
"CL","NO-11819",11819,,,"G286889E48822S",,
"CL","NO-11821",11821,,,"G287296E47932S",,
"CL","NO-11822",11822,,,"G286957E48656S",,
"CL","NO-11824",11824,,,"G287002E48097S",,
"CL","NO-11825",11825,,,"G287003E48099S",,
"CL","NO-11828",11828,,,"G287135E48627S",,
"CL","NO-11829",11829,,,"G287214E48391S",,
"CL","NO-11833",11833,,,"G287263E47902S",,
"CL","NO-11834",11834,,,"G287110E48287S",,
"CL","NO-11835",11835,,,"G287294E48657S",,
"CL","NO-11836",11836,,,"G287591E48485S",,
"CL","NO-11837",11837,,,"G287450E47650S",,
"CL","NO-11838",11838,,,"G287453E47653S",,
"CL","NO-11839",11839,,,"G287388E47557S",,
"CL","NO-11840",11840,,,"G287297E47654S",,
"CL","NO-11841",11841,,,"G287127E47775S",,
"CL","NO-11842",11842,,,"G287130E47783S",,
"CL","NO-11843",11843,,,"G287133E47788S",,
"CL","NO-11844",11844,,,"G287121E47943S",,
"CL","NO-11845",11845,,,"G287181E47869S",,
"CL","NO-11846",11846,,,"G287178E47884S",,
"CL","NO-11847",11847,,,"G287199E47988S",,
"CL","NO-11848",11848,,,"G287259E47997S",,
"CL","NO-11849",11849,,,"G287292E48009S",,
"CL","NO-11850",11850,,,"G287268E48001S",,
"CL","NO-11851",11851,,,"G287294E48011S",,
"CL","NO-11852",11852,,,"G287399E48095S",,
"CL","NO-11853",11853,,,"G287140E48229S",,
"CL","NO-11854",11854,,,"G287186E48216S",,
"CL","NO-11855",11855,,,"G287111E48616S",,
"CL","NO-11856",11856,,,"G287303E48009S",,
"CL","NO-11857",11857,,,"G287293E48005S",,
"CL","NO-11858",11858,,,"G287173E47931S",,
"CL","NO-11859",11859,,,"G287233E47893S",,
"CL","NO-11860",11860,,,"G286993E48547S",,
"CL","NO-11862",11862,,,"G287364E47565S",,
"CL","NO-11867",11867,,,"G287101E48152S",,
"CL","NO-11868",11868,,,"G287437E47754S",,
"CL","NO-11869",11869,,,"G287290E47938S",,
"CL","NO-11870",11870,,,"G287597E48413S",,
"CL","NO-11872",11872,,,"G287573E48463S",,
"CL","NO-11875",11875,,,"G287285E48588S",,
"CL","NO-11876",11876,,,"G287286E48585S",,
"CL","NO-11877",11877,,,"G287301E48587S",,
"CL","NO-11878",11878,,,"G287292E48585S",,
"CL","NO-11879",11879,,,"G287291E48658S",,
"CL","NO-11880",11880,,,"G287323E48749S",,
"CL","NO-11881",11881,,,"G287315E48752S",,
"CL","NO-11882",11882,,,"G286908E48383S",,
"CL","NO-11883",11883,,,"G287569E48465S",,
"CL","NO-11884",11884,,,"G287571E48464S",,
"CL","NO-11885",11885,,,"G287589E48402S",,
"CL","NO-11886",11886,,,"G287094E48585S",,
"CL","NO-11887",11887,,,"G287101E48615S",,
"CL","NO-11888",11888,,,"G287090E48654S",,
"CL","NO-11889",11889,,,"G287074E48657S",,
"CL","NO-11890",11890,,,"G287099E48652S",,
"CL","NO-11891",11891,,,"G287097E48650S",,
"CL","NO-11892",11892,,,"G287582E47306S",,
"CL","NO-11893",11893,,,"G287528E47343S",,
"CL","NO-11894",11894,,,"G287530E47350S",,
"CL","NO-11895",11895,,,"G287558E47358S",,
"CL","NO-11896",11896,,,"G287548E47351S",,
"CL","NO-11897",11897,,,"G287526E47344S",,
"CL","NO-11898",11898,,,"G287862E47347S",,
"CL","NO-11899",11899,,,"G287569E47368S",,
"CL","NO-11900",11900,,,"G287567E47355S",,
"CL","NO-11901",11901,,,"G287861E47360S",,
"CL","NO-11902",11902,,,"G287865E47365S",,
"CL","NO-11903",11903,,,"G287503E47371S",,
"CL","NO-11904",11904,,,"G287457E47376S",,
"CL","NO-11905",11905,,,"G287462E47376S",,
"CL","NO-11906",11906,,,"G287460E47380S",,
"CL","NO-11907",11907,,,"G287883E47369S",,
"CL","NO-11908",11908,,,"G287866E47373S",,
"CL","NO-11909",11909,,,"G287868E47368S",,
"CL","NO-11910",11910,,,"G287851E47385S",,
"CL","NO-11911",11911,,,"G287840E47390S",,
"CL","NO-11912",11912,,,"G287453E47398S",,
"CL","NO-11913",11913,,,"G287471E47403S",,
"CL","NO-11914",11914,,,"G287829E47397S",,
"CL","NO-11915",11915,,,"G287836E47397S",,
"CL","NO-11916",11916,,,"G287855E47402S",,
"CL","NO-11917",11917,,,"G287855E47398S",,
"CL","NO-11918",11918,,,"G287843E47399S",,
"CL","NO-11920",11920,,,"G287835E47408S",,
"CL","NO-11922",11922,,,"G287839E47405S",,
"CL","NO-11924",11924,,,"G287307E47450S",,
"CL","NO-11925",11925,,,"G287294E47452S",,
"CL","NO-11926",11926,,,"G287291E47476S",,
"CL","NO-11927",11927,,,"G287300E47476S",,
"CL","NO-11931",11931,,,"G287558E47514S",,
"CL","NO-11932",11932,,,"G287648E47527S",,
"CL","NO-11933",11933,,,"G287353E47536S",,
"CL","NO-11934",11934,,,"G287347E47533S",,
"CL","NO-11935",11935,,,"G287342E47530S",,
"CL","NO-11936",11936,,,"G287634E47534S",,
"CL","NO-11937",11937,,,"G287553E47527S",,
"CL","NO-11938",11938,,,"G287556E47521S",,
"CL","NO-11939",11939,,,"G287541E47532S",,
"CL","NO-11940",11940,,,"G287532E47534S",,
"CL","NO-11941",11941,,,"G287570E47540S",,
"CL","NO-11942",11942,,,"G287201E47542S",,
"CL","NO-11946",11946,,,"G287192E47547S",,
"CL","NO-11947",11947,,,"G287562E47529S",,
"CL","NO-11948",11948,,,"G287563E47523S",,
"CL","NO-11949",11949,,,"G287558E47532S",,
"CL","NO-11950",11950,,,"G287570E47540S",,
"CL","NO-11951",11951,,,"G287672E47570S",,
"CL","NO-11952",11952,,,"G287662E47562S",,
"CL","NO-11954",11954,,,"G287659E47545S",,
"CL","NO-11955",11955,,,"G287655E47536S",,
"CL","NO-11956",11956,,,"G287350E47541S",,
"CL","NO-11957",11957,,,"G287353E47543S",,
"CL","NO-11958",11958,,,"G287552E47543S",,
"CL","NO-11959",11959,,,"G287556E47549S",,
"CL","NO-11961",11961,,,"G287234E47553S",,
"CL","NO-11964",11964,,,"G287361E47554S",,
"CL","NO-11965",11965,,,"G287244E47557S",,
"CL","NO-11966",11966,,,"G287361E47563S",,
"CL","NO-11968",11968,,,"G287640E47551S",,
"CL","NO-11969",11969,,,"G289611E54530S",,
"CL","NO-11970",11970,,,"G287227E47558S",,
"CL","NO-11973",11973,,,"G287674E47570S",,
"CL","NO-11978",11978,,,"G287538E47572S",,
"CL","NO-11979",11979,,,"G287190E47573S",,
"CL","NO-11981",11981,,,"G287388E47557S",,
"CL","NO-11983",11983,,,"G287545E47573S",,
"CL","NO-11984",11984,,,"G287202E47577S",,
"CL","NO-11986",11986,,,"G287232E47591S",,
"CL","NO-11987",11987,,,"G287379E47587S",,
"CL","NO-11988",11988,,,"G287386E47589S",,
"CL","NO-11989",11989,,,"G287417E47592S",,
"CL","NO-11990",11990,,,"G287403E47594S",,
"CL","NO-11991",11991,,,"G287232E47591S",,
"CL","NO-11992",11992,,,"G287386E47589S",,
"CL","NO-11993",11993,,,"G287397E47596S",,
"CL","NO-11994",11994,,,"G287408E47607S",,
"CL","NO-11995",11995,,,"G287297E47612S",,
"CL","NO-11996",11996,,,"G287446E47616S",,
"CL","NO-11997",11997,,,"G287415E47624S",,
"CL","NO-11998",11998,,,"G287424E47621S",,
"CL","NO-11999",11999,,,"G287317E47634S",,
"CL","NO-12003",12003,,,"G287632E47636S",,
"CL","NO-12004",12004,,,"G287606E47627S",,
"CL","NO-12006",12006,,,"G287429E47642S",,
"CL","NO-12007",12007,,,"G287438E47641S",,
"CL","NO-12008",12008,,,"G287422E47630S",,
"CL","NO-12011",12011,,,"G287448E47654S",,
"CL","NO-12012",12012,,,"G287457E47643S",,
"CL","NO-12013",12013,,,"G287582E47654S",,
"CL","NO-12014",12014,,,"G287311E47646S",,
"CL","NO-12015",12015,,,"G287332E47658S",,
"CL","NO-12016",12016,,,"G287316E47669S",,
"CL","NO-12017",12017,,,"G287316E47674S",,
"CL","NO-12018",12018,,,"G287437E47644S",,
"CL","NO-12019",12019,,,"G287426E47651S",,
"CL","NO-12020",12020,,,"G287431E47661S",,
"CL","NO-12021",12021,,,"G287438E47660S",,
"CL","NO-12022",12022,,,"G287427E47671S",,
"CL","NO-12023",12023,,,"G287558E47667S",,
"CL","NO-12024",12024,,,"G287588E47686S",,
"CL","NO-12025",12025,,,"G287587E47682S",,
"CL","NO-12026",12026,,,"G287590E47667S",,
"CL","NO-12027",12027,,,"G287446E47668S",,
"CL","NO-12028",12028,,,"G287433E47671S",,
"CL","NO-12029",12029,,,"G287604E47658S",,
"CL","NO-12030",12030,,,"G287617E47667S",,
"CL","NO-12031",12031,,,"G287616E47639S",,
"CL","NO-12032",12032,,,"G287445E47675S",,
"CL","NO-12034",12034,,,"G287302E47685S",,
"CL","NO-12036",12036,,,"G287333E47684S",,
"CL","NO-12038",12038,,,"G287525E47707S",,
"CL","NO-12039",12039,,,"G287307E47708S",,
"CL","NO-12040",12040,,,"G287303E47695S",,
"CL","NO-12041",12041,,,"G287337E47708S",,
"CL","NO-12042",12042,,,"G287291E47715S",,
"CL","NO-12043",12043,,,"G287299E47717S",,
"CL","NO-12044",12044,,,"G287302E47720S",,
"CL","NO-12045",12045,,,"G287319E47711S",,
"CL","NO-12049",12049,,,"G287529E47711S",,
"CL","NO-12050",12050,,,"G287547E47727S",,
"CL","NO-12051",12051,,,"G287311E47716S",,
"CL","NO-12052",12052,,,"G287314E47728S",,
"CL","NO-12053",12053,,,"G287480E47724S",,
"CL","NO-12058",12058,,,"G287430E47729S",,
"CL","NO-12059",12059,,,"G287396E47801S",,
"CL","NO-12060",12060,,,"G287591E47726S",,
"CL","NO-12061",12061,,,"G287563E47718S",,
"CL","NO-12062",12062,,,"G287111E47737S",,
"CL","NO-12063",12063,,,"G287481E47734S",,
"CL","NO-12064",12064,,,"G287527E47739S",,
"CL","NO-12066",12066,,,"G287120E47741S",,
"CL","NO-12067",12067,,,"G287125E47743S",,
"CL","NO-12069",12069,,,"G287421E47739S",,
"CL","NO-12070",12070,,,"G287480E47747S",,
"CL","NO-12072",12072,,,"G287164E47755S",,
"CL","NO-12073",12073,,,"G287177E47753S",,
"CL","NO-12074",12074,,,"G287173E47755S",,
"CL","NO-12075",12075,,,"G287474E47751S",,
"CL","NO-12076",12076,,,"G287155E47755S",,
"CL","NO-12077",12077,,,"G287428E47747S",,
"CL","NO-12078",12078,,,"G287189E47766S",,
"CL","NO-12079",12079,,,"G287176E47762S",,
