"POLITICAL_UNIT","NAME","WGMS_ID","Year","TIME_SYSTEM","BEGIN_PERIOD","END_WINTER","END_PERIOD","ELA_PREFIX","ELA","ELA_UNC","MIN_SITES_ACC","MAX_SITES_ACC","MIN_SITES_ABL","MAX_SITES_ABL","ACC_AREA","ACC_AREA_UNC","ABL_AREA","ABL_AREA_UNC","AAR","PUB_IN_MBB","PUB_IN_FOG","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS"
"NO","AUSTDALSBREEN",321,1998,,19970927,19980514,19980922,,1407,,,,,,,,,,75.00000,,,"Roland E. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (1999): Glas. unders. i Norge - 1998, NVE Rap. 5-1999, 119p.","Homogenized"
"NO","AUSTDALSBREEN",321,1999,,19980923,19990504,19990930,,1461,,,,,,,,,,62.00000,,,"Roland E. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2000): Glas. unders. i Norge i 1999, NVE Rap. 2-2000, 140p.","Homogenized"
"NO","AUSTDALSBREEN",321,2000,,19990930,20000430,20000919,,1337,,,,,,,,,,90.00000,,,"Roland E. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2001): Glac. invest. in Norway in 2000, NVE Report 2-2001, 122p.","Homogenized"
"NO","AUSTDALSBREEN",321,2001,,20000919,20010506,20010920,">",1747,,,,,,,,,,0.0000000,,,"Roland E. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2003): Glac. invest. in Norway in 2001, NVE Report 1-2003, 102p.","Homogenized"
"NO","AUSTDALSBREEN",321,2002,,20010920,20020508,20021007,">",1747,,,,,,,,,,0.0000000,,,"Haug S. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2003): Glac. invest. in Norway in 2002, NVE Report 3-2003, 92p.","Homogenized"
"NO","AUSTDALSBREEN",321,2003,,20021001,20030602,20030920,">",1747,,,,,,,,,,0.0000000,,,"Haug S. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2004): Glac. invest. in Norway in 2003, NVE Report 4-2004, 97p.","Homogenized"
"NO","AUSTDALSBREEN",321,2004,,20030920,20040513,20040930,,1500,,,,,,,,,,48.00000,,,"Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2005): Glac. invest. in Norway in 2004, NVE Report 2-2005, 90p.","Homogenized"
"NO","AUSTDALSBREEN",321,2005,,20040930,20050615,20051017,,1388,,,,,,,,,,82.00000,,,"Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2006): Glac. invest. in Norway in 2005, NVE Report 2-2006, 91p.","Homogenized"
"NO","AUSTDALSBREEN",321,2006,,20051017,20060505,20061011,">",1747,,,,,,,,,,0.0000000,,,"Elvehøy H. (NVE), Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2007): Glac. invest. in Norway in 2006, NVE Report 1-2007, 99p.","Homogenized"
"NO","AUSTDALSBREEN",321,2007,,20061011,20070503,20070927,,1407,,,,,,,,,,75.00000,,,"Elvehøy H. (NVE), Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen. B. (ed.) (2008): Glac. invest. in Norway in 2007, NVE Report 3-2008, 91p.","Homogenized"
"NO","AUSTDALSBREEN",321,2008,,20070927,20080522,20081030,,1422,,,,,,,,,,73.00000,,,"Elvehøy H. (NVE), Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2009): Glac. invest. in Norway in 2008, NVE Report 2-2009, 80p.","Homogenized"
"NO","AUSTDALSBREEN",321,2009,,20081030,20090515,20091013,,1458,,,,,,,,,,62.00000,,,"Elvehøy H. (NVE), Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2010): Glac. invest. in Norway in 2009, NVE Report 2-2010, 97p.","Homogenized"
"NO","AUSTDALSBREEN",321,2010,,20091013,20100601,20101009,">",1747,,,,,,,,,,0.0000000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (2011): Glac. invest. in Norway in 2010, NVE Report 3-2011, 89p.","Homogenized"
"NO","AUSTDALSBREEN",321,2011,,20101009,20110504,20111013,">",1747,,,,,,,,,,0.0000000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app","Original"
"NO","AUSTDALSBREEN",321,2012,,20111013,20120510,20121011,,1368,,,,,,,,,,84.00000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.","Original"
"NO","AUSTDALSBREEN",321,2013,,20121011,20130529,20130925,">",1747,,,,,,,,,,0.0000000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.","Original"
"NO","AUSTDALSBREEN",321,2014,"STR",20130925,20140424,20141002,">",1747,,,,,,,,,,0.0000000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.","Original"
"NO","AUSTDALSBREEN",321,2015,"STR",20141002,20150521,20151014,,1371,,,,,,,,,,81.00000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.","Original"
"NO","AUSTDALSBREEN",321,2016,"COM",20151014,20160512,20161005,">",1747,,,,,,,,,,0.0000000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate",,
"NO","AUSTDALSBREEN",321,2017,"COM",20161005,20170510,20171005,,1410,,,,,,,,,,74.00000,,,"Elvehøy H. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","B. Kjøllmoen (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2018): Glaciological investigations in Norway in 2017. NVE Report 82 2018, 84 p +app.","Minimum date 3. oktober 2017"
"NO","AUSTDALSBREEN",321,2018,"COM",20171018,20180507,20181026,">",1747,,,,,,,,,,0.0000000,,,"Hallgeir Elvehøy","Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2019): Glaciological investigations in Norway in 2018. NVE Report 46 2019, 84 p +app.",
"NO","AUSTDALSBREEN",321,2019,"COM",20181026,20190430,20190925,">",1740,,,,,,,,,,,,,"Hallgeir Elvehøy","Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson (2019); Glaciological investigations in Norway 2019. NVE Rapport 34-2020, 86 pp +app.",
"NO","AUSTRE MEMURUBREEN",1317,1968,,19671005,19680412,19680917,,1950,,,,,,,,,,46.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33 2017. Pytte, R. (1969): Glasiologiske undersøkelser i Norge 1968. NVE Rapport 5 1969",
"NO","AUSTRE MEMURUBREEN",1317,1969,,19680917,19690510,19691002,,2170,,,,,,,,,,1.000000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33 2017. Pytte, R. (ed.) (1970); Glasiologiske undersøkelser i Norge i 1969, NVE Rapport 5-1970, 96 p+app.",
"NO","AUSTRE MEMURUBREEN",1317,1970,,19691002,19700401,19701029,,2085,,,,,,,,,,12.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33 2017. Tvede, A. (ed.) (1971); Glasiologiske undersøkelser i Norge i 1970, NVE Rapport 2-1971, 110 p+app.",
"NO","AUSTRE MEMURUBREEN",1317,1971,,19701029,19710501,19711022,,2000,,,,,,,,,,31.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33 2017. Tvede, A. (ed.) (1973); Glasiologiske undersøkelser i Norge i 1971, NVE Rapport 2-1973, 110 p.",
"NO","AUSTRE MEMURUBREEN",1317,1972,,19711022,19720425,19720809,,2055,,,,,,,,,,18.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33 2017. Tvede, A. (ed.) (1974); Glasiologiske undersøkelser i Norge i 1972, NVE Rapport 1-1974, 99 p.",
"NO","BLAABREAN",3964,1962,,19619999,,19629999,"<",1550,,,,,,,,,,,,,,,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold (2017): Glaciological investigations in Norway 2016. NVE Rapport 76 2017, 95 p +app",
"NO","BLAABREAN",3964,1963,,19629999,,19639999,,1970,,,,,,,,,,,,,,,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold (2017): Glaciological investigations in Norway 2016. NVE Rapport 76 2017, 95 p +app",
"NO","BLAABREEN",10423,1963,,,19630427,19631002,">",1602,,,,,,,,,,0.0000000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G. and O. Liestøl (eds.) (1964) Glasiologiske undersøkelser i Norge 1963, Norsk Polarinstitutt Meddelelser 90, 1964, 59 p.",
"NO","BLAABREEN",10423,1964,,19631002,19640504,19641004,,1375,,,,,,,,,,63.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G. and O. Liestøl (eds.) (1964) Glasio-hydrologiske undersøkelser i Norge 1964, NVE Meddelelser 14, 1964, 90 p.","Originally Blåbreen and Ruklebreen was calculated together for the period 1964-68."
"NO","BLAABREEN",10423,1965,,19641004,19650327,19651008,,1500,,,,,,,,,,47.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. og O. Liestøl (1966): Glasio-hydrologiske undersøkelser i Norge 1965. Årsrapport fra Brekontoret.","Originally Blåbreen and Ruklebreen was calculated together for the period 1964-68."
"NO","BLAABREEN",10423,1966,,19651008,19660601,19661028,">",1602,,,,,,,,,,0.0000000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1967): Glasio-hydrologiske undersøkelser i Norge 1966. NVE Rapport 2-1967.","Originally Blåbreen and Ruklebreen was calculated together for the period 1964-68."
"NO","BLAABREEN",10423,1967,,19661028,19670429,19671124,,1300,,,,,,,,,,68.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G og R. Pytte (1968): Glasiologiske undersøkelser i Norge 1967. NVE Rapport 4-1968.","Originally Blåbreen and Ruklebreen was calculated together for the period 1964-68."
"NO","BLAABREEN",10423,1968,,19671124,19680601,19681106,,1475,,,,,,,,,,52.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1969): Glasiologiske undersøkelser i Norge 1968. NVE Rapport 5-1969.","Originally Blåbreen and Ruklebreen was calculated together for the period 1964-68."
"NO","BLAAISEN",1328,1963,,,19630609,19631003,,1045,,,,,,,,,,46.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G. and O. Liestøl (eds.) (1964) Glasiologiske undersøkelser i Norge 1963, Norsk Polarinstitutt Meddelelser 90, 1964, 59 p.",
"NO","BLAAISEN",1328,1964,,19631003,19640925,19640909,,1005,,,,,,,,,,70.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G. and O. Liestøl (eds.) (1964) Glasio-hydrologiske undersøkelser i Norge 1964, NVE Meddelelser 14, 1964, 90 p.",
"NO","BLAAISEN",1328,1965,,19640909,19650425,19650923,,965,,,,,,,,,,88.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. og O. Liestøl (1966): Glasio-hydrologiske undersøkelser i Norge 1965. Årsrapport fra Brekontoret.",
"NO","BLAAISEN",1328,1966,,19650923,19660523,19661020,">",1204,,,,,,,,,,0.0000000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1967): Glasio-hydrologiske undersøkelser i Norge 1966. NVE Rapport 2-1967.",
"NO","BLAAISEN",1328,1967,,19661020,19670520,19671024,,1175,,,,,,,,,,0.0000000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G og R. Pytte (1968): Glasiologiske undersøkelser i Norge 1967. NVE Rapport 4-1968.",
"NO","BLAAISEN",1328,1968,,19671024,19680508,19680828,,1005,,,,,,,,,,70.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1969): Glasiologiske undersøkelser i Norge 1968. NVE Rapport 5-1969.",
"NO","BLOMSTERSKARDSBREEN",1321,1970,,,,,,1370,,,,,,,,,,,,,"Arve Tvede","University of Oslo","Tvede, A.M. (Ed.) 1973:Glasiologiske undersøkelser i Norge 1971. NVE Rapport nr. 2-73",
"NO","BLOMSTERSKARDSBREEN",1321,1971,"STR",19709999,,19710918,,1240,,,,,,,,,,,,,"Arve Tvede","University of Oslo","Tvede, A.M. (Ed.) 1973:Glasiologiske undersøkelser i Norge 1971. NVE Rapport nr. 2-73",
"NO","BLOMSTERSKARDSBREEN",1321,1972,"STR",19719999,,19720912,,1340,,,,,,,,,,,,,,,"Tvede, A.M. (Ed.) 1974:Glasiologiske undersøkelser i Norge 1972. NVE Rapport nr. 1-74",
"NO","BLOMSTERSKARDSBREEN",1321,1973,"STR",19729999,,19731004,,1180,,,,,,,,,,,,,,,"Tvede, A.M. (Ed.) 1975:Glasiologiske undersökelser i Norge 1973. NVE Rapport nr. 1-75",
"NO","BLOMSTERSKARDSBREEN",1321,1974,"STR",19739999,,19741010,,1325,,,,,,,,,,,,,,,"Tvede, A.M., B. Wold and G. Østrem (Eds.) 1975:Glasiologiske undersökelser i Norge 1974. NVE Rapport nr. 5-75",
"NO","BLOMSTERSKARDSBREEN",1321,1975,"STR",19749999,,19751010,,1170,,,,,,,,,,,,,,,"Wold, B. and J.O. Hagen (Eds.) 1977:Glasiologiske undersökelser i Norge 1975. NVE Rapport nr. 2-77",
"NO","BLOMSTERSKARDSBREEN",1321,1976,,,,19760924,,1210,,,,,,,,,,,,,,,"Hagen, J.O. (Ed.) 1977:Glasiologiske undersökelser i Norge 1976. NVE Rapport nr. 7-77",
"NO","BLOMSTERSKARDSBREEN",1321,1977,,,,19771121,">",1640,,,,,,,,,,0.0000000,,,,,"Wold, B. and N. Haakensen (Eds.) 1978:Glasiologiske undersökelser i Norge 1977. NVE Rapport nr. 3-78",
"NO","BLOMSTOELSKARDSBREEN",3339,2007,"STR",,20070428,20070928,,1230,,,,,,,,,,89.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.). 2008: Glaciological investigations in Norway in 2007. NVE Report 3 2008.",
"NO","BLOMSTOELSKARDSBREEN",3339,2008,"STR",20070928,20080421,20080923,,1265,,,,,,,,,,85.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.). 2009: Glaciological investigations in Norway in 2008. NVE Report 2 2009.",
"NO","BLOMSTOELSKARDSBREEN",3339,2009,"STR",20080923,20090429,20091013,,1290,,,,,,,,,,84.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.). 2010: Glaciological investigations in Norway in 2009. NVE Report 2 2010.",
"NO","BLOMSTOELSKARDSBREEN",3339,2010,"STR",20091013,20100504,20100928,">",1636,,,,,,,,,,0.0000000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.). 2011: Glaciological investigations in Norway in 2010. NVE Report 3 2011.",
"NO","BLOMSTOELSKARDSBREEN",3339,2011,,20100928,20110428,20111001,,1600,,,,,,,,,,5.000000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.","Original"
"NO","BLOMSTOELSKARDSBREEN",3339,2012,,20111001,20120503,20121012,,1255,,,,,,,,,,86.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.","Original"
"NO","BLOMSTOELSKARDSBREEN",3339,2013,,20121012,20130529,20130924,,1470,,,,,,,,,,58.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.","Original"
"NO","BLOMSTOELSKARDSBREEN",3339,2014,"STR",20130924,20140424,20141014,,1470,,,,,,,,,,58.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.","Original"
"NO","BLOMSTOELSKARDSBREEN",3339,2015,"STR",20141014,20150422,20151014,,1250,,,,,,,,,,86.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glaciological investigations in Norway 2011-2015. NVE Rapport 88 2016, 171 pp.",
"NO","BLOMSTOELSKARDSBREEN",3339,2016,"COM",20151014,20160428,20161006,,1320,,,,,,,,,,81.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate",,
"NO","BLOMSTOELSKARDSBREEN",3339,2017,"COM",20161006,20170502,20171009,,1405,,,,,,,,,,68.00000,,,"Kjøllmoen B. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","B. Kjøllmoen (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2018): Glaciological investigations in Norway in 2017. NVE Report 82 2018, 84 p +app.",
"NO","BONDHUSBREA",318,1977,,,19770511,19770920,,1610,,,,,,,,,,20.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Wold, B. og N. Haakensen (1978): Glasiologiske undersøkelser i Norge 1977. NVE Rapport 3-1978.",
"NO","BONDHUSBREA",318,1978,,19770920,19780508,19780828,,1545,,,,,,,,,,50.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Wold, B. og K. Repp (1979): Glasiologiske undersøkelser i Norge 1978. NVE Rapport 4-1979.",
"NO","BONDHUSBREA",318,1979,,19780828,19790509,19791001,,1485,,,,,,,,,,71.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Haakensen, N. og B. Wold (1981): Glasiologiske undersøkelser i Norge 1979. NVE Rapport 3-1981.",
"NO","BONDHUSBREA",318,1980,,19791001,19800424,19801124,,1550,,,,,,,,,,49.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Haakensen, N. (1982): Glasiologiske undersøkelser i Norge 1980. NVE Rapport 1-1982.",
"NO","BONDHUSBREA",318,1981,,19801124,19810430,19810827,,1440,,,,,,,,,,79.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Haakensen, N. (1984): Glasiologiske undersøkelser i Norge 1981. NVE Rapport 1-1984.",
"NO","BREIDABLIKKBREA",2671,1963,,,19630427,19631002,,1635,,,,,,,,,,8.000000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G. og O. Liestøl (1964) Glasiologiske undersøkelser i Norge 1963, Norsk Polarinstitutt Meddelelser Nr. 90, 340 s.",
"NO","BREIDABLIKKBREA",2671,1964,,19631002,19640503,19641001,,1485,,,,,,,,,,52.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. og G. Østrem (eds.) (1965) Gladio-hydrologiske undersøkelser i Norge 1964, NVE Rapport/Meddelse nr. 14. 91 p.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68."
"NO","BREIDABLIKKBREA",2671,1965,,19641001,19650325,19651010,,1520,,,,,,,,,,43.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. and O. Liestøl (eds.) (1965) Gladio-hydrologiske undersøkelser i Norge 1965, NVE Årsrapport fra brekontoret 1966, 64 p.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68."
"NO","BREIDABLIKKBREA",2671,1966,,19651010,19660415,19661025,">",1660,,,,,,,,,,0.0000000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1967) Gladio-hydrologiske undersøkelser i Norge 1966, NVE Rapport Nr. 2/67, 83 p.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68."
"NO","BREIDABLIKKBREA",2671,1967,,19661025,19670501,19671124,,1355,,,,,,,,,,83.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G og R. Pytte (1968) Glasiologiske undersøkelser i Norge 1967, NVE Rapport Nr. 4/68, 131 p.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68."
"NO","BREIDABLIKKBREA",2671,1968,,19671124,19680315,19681106,,1370,,,,,,,,,,80.00000,,,"Glacier group (NVE)",,"Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R (ed.) (1969) Glasiologiske undersøkelser i Norge 1968, NVE Rapport Nr. 5/69, 149 p.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68."
"NO","BREIDABLIKKBREA",2671,2003,,20021009,20030531,20030920,">",1651,,,,,,,,,,0.0000000,,,"Haug S. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (Ed.) (2004); Glaciological investigations in Norway in 2003, NVE Report 4-2004.",
"NO","BREIDABLIKKBREA",2671,2004,,20030920,20040527,20040929,,1595,,,,,,,,,,19.00000,,,"Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (Ed.) (2005); Glaciological investigations in Norway in 2004, NVE Report 2-2005.",
"NO","BREIDABLIKKBREA",2671,2005,,20040929,20050427,20051007,,1510,,,,,,,,,,45.00000,,,"Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (ed.) (2006); Glaciological investigations in Norway in 2005, NVE Report 2-2006.",
"NO","BREIDABLIKKBREA",2671,2006,,20051007,20060428,20061010,">",1651,,,,,,,,,,0.0000000,,,"Kjøllmoen B. (NVE), Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (Ed.) (2007); Glaciological investigations in Norway in 2006, NVE Report 1-2007.",
"NO","BREIDABLIKKBREA",2671,2007,,20061010,20070427,20070927,,1370,,,,,,,,,,72.00000,,,"Kjøllmoen B. (NVE), Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen. B. (ed.) (2008); Glaciological investigations in Norway in 2007, NVE Report 3-2008.",
"NO","BREIDABLIKKBREA",2671,2008,,20070927,20080422,20080923,,1515,,,,,,,,,,44.00000,,,"Kjøllmoen B. (NVE), Engeset R. (NVE)","NVE: Norwegian Water Resources and Energy Directorate","Kjøllmoen, B. (Ed.). 2009: Glaciological investigations in Norway in 2008. NVE Report 2 2009.",
