"POLITICAL_UNIT","NAME","WGMS_ID","Year","TIME_SYSTEM","BEGIN_PERIOD","END_WINTER","END_PERIOD","ELA_PREFIX","ELA","ELA_UNC","MIN_SITES_ACC","MAX_SITES_ACC","MIN_SITES_ABL","MAX_SITES_ABL","ACC_AREA","ACC_AREA_UNC","ABL_AREA","ABL_AREA_UNC","AAR","PUB_IN_MBB","PUB_IN_FOG","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS"
"AF","PIR YAKH",10452,2018,,,,,,,,,,,,,,,,,,,"Sajood A. (HD/GFKU), Hedayatullah A. (HD/GFKU)","HD/GFKU: Hydrometeorology Department, Geoscience Faculty of Kabul University",,"Index point measurements only."
"AQ","ALBERICH",1062,1972,"OTH",19710206,,19720118,,,,,,,,,,,,67.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","ALBERICH",1062,1973,"OTH",19720118,,19730122,,,,,,,,,,,,75.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","ALBERICH",1062,1974,"OTH",19730122,,19740122,,,,,,,,,,,,35.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","ALBERICH",1062,1975,"OTH",19740122,,19750110,,,,,,,,,,,,60.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","ANVERS I ICE CAP",3954,1966,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Rundle (1970); International Association of Scientific Hydrology Publications, 86, 377-390 p.","Multi-annual observation (87 mm w.e.) evenly distributed to corresponding years."
"AQ","ANVERS I ICE CAP",3954,1967,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Rundle (1970); International Association of Scientific Hydrology Publications, 86, 377-390 p.","Multi-annual observation (87 mm w.e.) evenly distributed to corresponding years."
"AQ","BAHIA DEL DIABLO",2665,2000,"COM",19990301,,20000228,,427,,,,,,,,,,34.00000,,,"Skvarca P. (IAA), De Angelis H. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2001,"COM",20000301,,20010228,,375,,,,,,,,,,52.00000,,,"Skvarca P. (IAA), De Angelis H. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2002,"COM",20010301,,20020228,,438,,,,,,,,,,33.00000,,,"Skvarca P. (IAA), De Angelis H. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2003,"COM",20020301,,20030228,,389,,,,,,,,,,43.00000,,,"Skvarca P. (IAA), De Angelis H. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2004,"COM",20030301,,20040228,,386,,,,,,,,,,48.00000,,,"Skvarca P. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2005,"COM",20040301,,20050228,,405,,,,,,,,,,49.00000,,,"Skvarca P. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2006,"COM",20050301,,20060228,,431,,,,,,,,,,35.00000,,,"Skvarca P. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2007,"COM",20060301,,20070228,,360,,,,,,,,,,53.00000,,,"Skvarca P. (IAA), Ermolin E. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2008,"COM",20070301,,20080228,,435,10.00000,10,24,8,15,,,,,37.00000,,,"Skvarca P. (IAA), Ermolin E. (IAA), Marinsek S. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2009,"COM",20080301,,20090228,,388,10.00000,10,24,8,15,,,,,42.00000,,,"Skvarca P. (IAA), Ermolin E. (IAA), Marinsek S. (IAA)","IAA: División Glaciología, Instituto Antártico Argentino",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2010,"COM",20090301,,20100228,"<",75,10.00000,10,24,8,10,,,,,100.0000,,,"Skvarca P. (IAA-DNA), Ermolin E. (IAA-DNA), Marinsek S. (IAA-DNA)","IAA-DNA: Instituto Antártico Argentino - Dirección Nacional del Antártico",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2011,"COM",20100301,,20110228,,322,10.00000,10,24,8,10,,,,,62.00000,,,"Skvarca P. (IAA-DNA), Ermolin E. (IAA-DNA), Marinsek S. (IAA-DNA)","IAA-DNA: Instituto Antártico Argentino - Dirección Nacional del Antártico",,"Series has been revised according to new glacier area (Marinsek, 2013)"
"AQ","BAHIA DEL DIABLO",2665,2012,"COM",20110301,,20120228,,370,10.00000,10,24,8,10,,,,,52.00000,,,"Marinsek S. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino","WGMS (2015): GGCB No. 1 (2012-2013).",
"AQ","BAHIA DEL DIABLO",2665,2013,"COM",20120301,,20130228,,295,10.00000,10,24,8,10,,,,,58.00000,,,"Skvarca P. (IAA-DG), Ermolin E. (IAA-DG), Marinsek S. (IAA-DG), Seco J. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino","WGMS (2015): GGCB No. 1 (2012-2013).",
"AQ","BAHIA DEL DIABLO",2665,2014,"COM",20130301,,20140228,,325,10.00000,10,24,8,10,8.0000000,,4.9000000,,62.00000,,,"Marinsek S. (IAA-DG), Ermolin E. (IAA-DG), Seco J. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino","WGMS (2017): GGCB No. 2 (2014-2015).",
"AQ","BAHIA DEL DIABLO",2665,2015,"COM",20140301,,20150228,,380,10.00000,10,24,8,10,6.6500000,,6.2500000,,52.00000,,,"Marinsek S. (IAA-DG), Ermolin E. (IAA-DG), Seco J. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino","WGMS (2017): GGCB No. 2 (2014-2015).",
"AQ","BAHIA DEL DIABLO",2665,2016,"COM",20150301,,20160228,,430,10.00000,10,24,8,10,,,,,30.00000,,,"Marinsek S. (IAA-DG), Seco J. (IAA-DG), Ermolin E. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino",,
"AQ","BAHIA DEL DIABLO",2665,2017,"COM",20160301,,20170228,,480,,,,,,,,,,28.00000,,,"Marinsek S. (IAA-DG), Seco J. (IAA-DG), Ermolin E. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino",,
"AQ","BAHIA DEL DIABLO",2665,2018,"COM",20170301,,20180228,,350,10.00000,10,24,8,10,7.5500000,0.0100000,5.3200000,0.0100000,59.00000,,,"Marinsek S. (IAA-DG), Seco J. (IAA-DG), Ermolin E. (IAA-DG)","IAA-DG: Departamento de Glaciología, Instituto Antártico Argentino",,
"AQ","BAHIA DEL DIABLO",2665,2019,"FXD",,,,,340,,,,,,,,,,60.00000,,,"Sebastián Marinsek, José Luis Seco, Evgeniy Ermolin","Departamento de Glaciología, Instituto Antártico Argentino, Av. 25 de Mayo 1143, San Martín, Buenos Aires, Argentina",,
"AQ","BAHIA DEL DIABLO",2665,2020,,,,,,,,,,,,,,,,,,,,,,
"AQ","BELLINGSHAUSEN",6833,1992,,19919999,,19929999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Wen et al. (1998); Annals of Glaciology, 27, 105-109 p.",
"AQ","BELLINGSHAUSEN",6833,2008,,20079999,20079999,20089999,,225,,,,,,,,,,,,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,2009,,20089999,20089999,20099999,,225,,,,,,,,,,,,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,2010,,20099999,20099999,20109999,,0,,,,,,,,,,,,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,2011,,20109999,20109999,20119999,,180,,,,,,,,,,,,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","BELLINGSHAUSEN",6833,2012,,20119999,20119999,20129999,,220,,,,,,,,,,,,,"B.R. Mavlyudov","Institut of Geography, Russian Academy of Science","Mavlyudov, B.R., Led i Sneg, 1(125), 2014","Time system unknown"
"AQ","CANADA",877,1993,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,1994,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,1995,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,1996,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,1997,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,1998,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,1999,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2000,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2001,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2002,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2003,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2004,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2005,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2006,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2007,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2008,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2009,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2010,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2011,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","CANADA",877,2012,,,,,,,,,,,,,,,,,,,,,,"Index point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,1993,,,,,,,,,,,,,,,,,,,,,,"Only index point measurements. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,1994,,,,,,,,,,,,,,,,78.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,1995,,,,,,,,,,,,,,,,78.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,1996,,,,,,,,,,,,,,,,78.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,1997,,,,,,,,,,,,,,,,82.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,1998,,,,,,,,,,,,,,,,81.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,1999,,,,,,,,,,,,,,,,77.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2000,,,,,,,,,,,,,,,,75.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2001,,,,,,,,,,,,,,,,78.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2002,,,,,,,,,,,,,,,,59.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2003,,,,,,,,,,,,,,,,76.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2004,,,,,,,,,,,,,,,,66.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2005,,,,,,,,,,,,,,,,72.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2006,,,,,,,,,,,,,,,,78.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2007,,,,,,,,,,,,,,,,83.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2008,,,,,,,,,,,,,,,,83.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2009,,,,,,,,,,,,,,,,75.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2010,,,,,,,,,,,,,,,,78.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2011,,,,,,,,,,,,,,,,81.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2012,,,,,,,,,,,,,,,,80.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","COMMONWEALTH",878,2013,,,,,,,,,,,,,,,,81.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","DAVIES DOME",10404,2010,"FXD",20090201,,20100131,,323,,,,,,,,,,70.00000,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
"AQ","DAVIES DOME",10404,2011,"FXD",20100201,,20110131,,382,,,,,,,,,,59.00000,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
"AQ","DAVIES DOME",10404,2012,"FXD",20110201,,20120131,,464,,,,,,,,,,8.000000,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
"AQ","DAVIES DOME",10404,2013,"FXD",20120201,,20130131,,368,,,,,,,,,,53.00000,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
"AQ","DAVIES DOME",10404,2014,"FXD",20130201,,20140131,,395,,,,,,,,,,49.00000,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
"AQ","DAVIES DOME",10404,2015,"FXD",20140201,,20150131,,423,,,,,,,,,,23.00000,,,,,"Engel et al. (2018), J. Glaciol., 64(245) 349–361, doi: 10.1017/jog.2018.17.",
"AQ","FLAGSTAFF",3974,1958,,19579999,,19589999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Noble (1965); British Antarctic Survey Bulletin, 5, 1-11 p.",
"AQ","G1",3925,1969,,19689999,,19699999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
"AQ","G1",3925,1970,,19699999,,19709999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
"AQ","G1",3925,1971,,19709999,,19719999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
"AQ","G1",3925,1972,,19719999,,19729999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
"AQ","G1",3925,1973,,19729999,,19739999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
"AQ","G1",3925,1974,,19739999,,19749999,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Kasser (1973); Fluctuations of Glaciers (1965-1970), Vol. II, 357 p. Orheim et al. (1982); Annals of Glaciology, 3, 233-238 p.",
"AQ","GALINDEZ ICE CAP",3975,1960,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.","Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years."
"AQ","GALINDEZ ICE CAP",3975,1961,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.","Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years."
"AQ","GALINDEZ ICE CAP",3975,1962,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.","Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years."
"AQ","GALINDEZ ICE CAP",3975,1963,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.","Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years."
"AQ","GALINDEZ ICE CAP",3975,1964,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.","Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years."
"AQ","GALINDEZ ICE CAP",3975,1965,,,,,,,,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Sadler (1968); British Antarctic Survey Bulletin, 17, 21-49 p. Thomas (1963); British Antarctic Survey Bulletin, 2, 27-43 p.","Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years."
"AQ","HEIMDALL",890,1972,"OTH",19710210,,19720121,,,,,,,,,,,,30.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","HEIMDALL",890,1973,"OTH",19720121,,19730125,,,,,,,,,,,,39.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","HEIMDALL",890,1974,"OTH",19730125,,19740123,,,,,,,,,,,,32.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","HEIMDALL",890,1975,"OTH",19740123,,19750117,,,,,,,,,,,,28.00000,,,,,"Data from Dyurgerov, M.(2002): [3] For detailed reference information consult Dyurgerov's Appendix 1!",
"AQ","HOWARD",3973,1993,,,,,,,,,,,,,,,,,,,,,,"Only index point measurements. Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
"AQ","HOWARD",3973,1994,,,,,,,,,,,,,,,,62.00000,,,"Fountain A. (PSU/DGG), Basagic H. (PSU/DGG), Niebuhr S. (PGC)","PGC: Polar Geospatial Center, University of Minnesota, PSU/DGG: Department of Geology and Geography, Portland State University","Fountain et al. (2016), J. Glaciol., 62 (235), p. 976-989, doi: 10.1017/jog.2016.86.","Point balances from: http://www.mcmlter.org/content/glacier-mass-balance-summaries."
